id,language,sentence
916,Hindi,उसने अपने बेटे को कान से पकड़ कर खींचा।
916,Japanese,彼は息子の耳を引っ張った。
916,Marathi,त्याने आपल्या मुलाचे कान धरून खेचले.
917,English,I believe you're trying to take advantage of me.
917,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8182197
918,Russian,"Насколько я знаю, это не так."
918,English,"As far as I know, that isn't true."
918,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9034475
919,Spanish,"Piensas, luego existes."
919,German,"Du denkst, also gibt es dich."
919,Russian,"Ты мыслишь, следовательно, ты существуешь."
919,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6589495
920,English,"Tom is never here on Monday, is he?"
920,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6896357
921,French,Tom ouvrit une fenêtre.
921,Berber,Tom yerẓem yiwet n tzewwut.
921,German,Tom öffnete ein Fenster.
922,English,Every Olympus has a byroad to its top.
922,Ukrainian,Кожен Олімп має об'їзний шлях до вершини.
922,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1793480
923,Japanese,"そんなに堅
かた
苦
くる
しくなる必
ひつ
要
よう
はないよ。"
923,English,You don't have to be so formal.
923,Finnish,Sun ei tarvi olla niin muodollinen.
923,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9813647
924,Russian,С какими странами по морю граничит Россия?
924,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5520462
925,Ukrainian,"Я порізався, коли голився."
925,English,I cut myself while shaving.
925,French,Je me rasais et je me suis coupé.
926,Greek,Τρώω το ψάρι και μένει η ουρά.
926,English,I break the back of the work.
926,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9615281
927,French,Nous l'avons eu pour une bouchée de pain.
927,Kabyle,Newwi-tt-id s wulac.
927,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8187324
928,Bengali,আমি যেতে পারি।
928,English,I can go.
928,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5594904
929,Spanish,Él es una parte indispensable del personal.
929,Esperanto,Li estas nemalhavebla homo de la personaro.
929,Dutch,Hij is een onmisbaar personeelslid.
929,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1670066
930,Italian,"Tom, esci da questo corpo!"
930,English,"Tom, get out of this body!"
930,French,"Tom, sors de ce corps !"
930,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4696655
931,Turkish,O çalıştı.
931,English,It worked.
931,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2497088
932,Low German (Low Saxon),Wannehr is disse Brügg boot worrn?
932,German,Wann wurde diese Brücke gebaut?
932,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1103815
933,Greek,Η Τατοέμπα είναι αργή σήμερα.
933,English,Tatoeba is slow today.
933,Dutch,Tatoeba is langzaam vandaag.
933,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2052045
934,Kabyle,Yemla-iyi-d abrid yelhan.
934,French,Il m’a indiqué le bon chemin.
934,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7537214
935,Russian,Они ведут тайный дневник.
935,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8966824
936,Russian,Том вечно меня критикует.
936,English,Tom is always criticizing me.
936,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4748253
937,Shanghainese,伊嘴巴里一口方言。
937,Mandarin Chinese,他嘴里一口方言。
937,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/832105
938,Belarusian,Фадзіль расказаў усё ў паліцыі.
938,English,Fadil told police everything.
938,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5876580
939,Spanish,¿De quién se está aprovechando Mary?
939,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7954485
940,English,I want to be honest.
940,Spanish,Quiero ser honesto.
940,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7794389
941,Russian,Ты Тому родственник?
941,English,Are you related to Tom?
941,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3875706
942,Italian,Ho lo stesso pensiero a riguardo e confermo.
942,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1871630
943,Russian,У меня болит уже вся спина.
943,Czech,Už mě bolí celá záda.
943,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2241807
944,Kabyle,Ilaq ad terẓem cwiṭ aqerruy-nwen.
944,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9131862
945,Turkish,O üstlerine karşı yaltakçı ve astlarına karşı kibirlidir.
945,English,He is obsequious to the higher-ups and arrogant towards his underlings.
945,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4989875
946,Hungarian,Megsebesültél.
946,English,You're wounded.
946,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4484838
947,Dutch,Geef me een kusje!
947,Esperanto,Donu al mi kiseton!
947,French,Fais-moi un bisou.
947,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3274252
948,German,"Hört keiner deinen Ruf, so geh dennoch allein. Und wagen sie nicht bei stürmischer Nacht ein Licht hochzuhalten, dann zünde du dein Herz trotz Schmerz an und werde selbst zum Lichtfeuer."
948,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2929640
949,Czech,To je moje oblíbená modrá košile.
949,English,That's my favorite blue shirt.
949,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8377824
950,Lojban,do na kakne lo nu sisti
950,English,You can't stop.
950,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2291100
951,French,Il conserva une fidélité indéfectible à sa femme.
951,Esperanto,Li konservis firman fidelecon al sia edzino.
951,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1247156
952,English,Ok. Where do you live?
952,Czech,Ok. Kde bydlíš?
952,Mandarin Chinese,行。你住在什么地方？
952,Hungarian,Rendben. Hol laksz?
952,Georgian,კარგი. სად ცხოვრობ შენ?
953,Esperanto,Ne aliĝu al tiu popolaĉo.
953,Portuguese,Não se junte a essa gentalha.
953,Spanish,No te juntes con esta chusma.
953,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1911792
954,German,Tom versteht sich mit seinen Schwestern nicht.
954,English,Tom doesn't get along with his sisters.
954,Toki Pona,meli sama pi jan Ton li ike tawa jan Ton.
954,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7220134
955,Russian,"Не тяни, рассказывай."
955,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9465668
956,German,Wir waren stolz auf unsere Stärke.
956,English,We took pride in our strength.
956,Esperanto,Ni fieris pro nia potenteco.
956,Japanese,われわれは体力を自慢した。
956,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/397997
957,French,Elle connaît la vérité.
957,Arabic,هي تَعرِفُ الحقيقة.
957,English,She knows the truth.
957,Esperanto,Ŝi konas la veron.
957,Spanish,Ella sabe la verdad.
958,English,Tom talked to Mary every day.
958,Italian,Tom parlava con Mary ogni giorno.
958,Turkish,Tom her gün Mary'yle konuştu.
958,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6124320
959,Esperanto,Ni kaptiĝis en duŝejo.
959,English,We were caught in a shower.
959,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1988310
960,Hungarian,A fiú felnőttnek nézett ki.
960,English,The boy looked like a grown-up.
960,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7781536
961,Kabyle,Nwiɣ ad tfiqeḍ belli ur kem-iḥemmel ara Tom.
961,French,Je pensais que vous finiriez par réaliser que Tom ne vous aimait pas.
961,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8687016
962,Kabyle,Tfakem-iyi-ten.
962,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7890436
963,English,We've run out of coffee.
963,German,Uns ist der Kaffee ausgegangen.
963,Marathi,कॉफी संपली आहे.
963,Turkish,Kahveyi tükettik.
964,Portuguese,O chá está pelando.
964,English,The tea is scalding hot.
964,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8699540
965,Russian,"Давайте поговорим о Томе и о том, что он сделал."
965,French,Parlons de Tom et de ce qu'il a fait.
965,Italian,Parliamo di Tom e di cosa ha fatto.
965,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5792965
966,English,Tom wouldn't believe me.
966,German,Tom wollte mir nicht glauben.
966,French,Tom ne voulait pas me croire.
966,Polish,Tom by mi nie uwierzył.
966,Russian,Том не хотел мне верить.
967,English,How's your weekend going?
967,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9517911
968,Ottoman Turkish,Ben bunun fevkinde şeyler arıyordum.
968,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9663829
969,Turkish,Sami tamirciyi aradı.
969,English,Sami called his mechanic.
969,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6765483
970,English,I didn't think that Tom's plan was feasible.
970,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7143673
971,English,Tom is roasting coffee beans.
971,Turkish,Tom kahve çekirdeklerini kavuruyor.
971,Ukrainian,Том обсмажує кавові зерна.
971,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5737090
972,German,Die Partei ist die Kampfgemeinschaft von Intimfeinden.
972,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1790871
973,Esperanto,Mi planas organizi kunvenon de la dungitaro morgaŭ komence de la posttagmezo. Ĉu vi bonvolas rezervi por mi la kunvenejon?
973,French,"Je veux faire une réunion du personnel, demain en début d’après-midi. Tu peux me réserver la salle de réunions ?"
973,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4083011
974,Dutch,"Wat ik ook doe, zij zegt dat ik het beter had kunnen doen."
974,English,"Whatever I do, she says I can do better."
974,Esperanto,"Kion ajn mi faras, ŝi diras, ke mi povintus fari ĝin pli bone."
974,Hebrew,"מה שלא אעשה, היא אומרת שיכול הייתי לעשות את זה טוב יותר."
974,Polish,"Cokolwiek robię, ona twierdzi, że mógłbym lepiej."
975,Esperanto,Tom invitis Marian por vespermanĝi.
975,German,Tom lud Mary zum Abendessen ein.
975,English,Tom invited Mary to dinner.
975,Russian,Том пригласил Мэри на ужин.
976,Ukrainian,Вони атакуватимуть.
976,English,They're going to attack.
976,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7560818
977,Berber,Uɣent-d attag yetteddun.
977,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9903476
978,Berber,Mceḍ acebbub-nnem uqbel ma teffɣed.
978,Spanish,Peina tu cabello antes de salir.
978,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2475921
979,German,"Sie schaute traurig aus, weil ich verärgert war."
979,English,She looked sad because I was angry.
979,Spanish,Ella parecía estar triste porque yo estaba enfadado.
979,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1837420
980,Spanish,Gracias por quemar mi camisa con tu cigarrillo.
980,German,"Danke, dass du mein Hemd mit deiner Zigarette angesengt hast!"
980,English,Thank you for burning my shirt with your cigarette.
980,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1717406
981,Kabyle,Wissen melmi ara kfun lekdubat-a fell-ak ?
981,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8752331
982,Greek,Κάποιος τις δηλητηρίασε.
982,English,Somebody poisoned them.
982,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5576424
983,Esperanto,Ni devas esti pli agresemaj.
983,French,Nous devons être plus agressifs.
983,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5690507
984,Finnish,Tomia ei huvittanut odottaa.
984,English,Tom didn't feel like waiting.
984,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3717306
985,Old Tupi,Endé kunhãporanga.
985,English,You are a beautiful woman.
985,Portuguese,És uma bela mulher.
985,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6628259
986,Russian,Вы продавали яблоки на рынке.
986,French,Vous vendiez des pommes au marché.
986,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5245799
987,Russian,Никогда не видел такой красивой реки.
987,Japanese,私はこんなにきれいな川を見たことがない。
987,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2029340
988,Danish,I kroen er husdyr og rygning forbudt.
988,Esperanto,Dombestoj kaj fumado en la gastejo estas malpermesataj.
988,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1806421
